event_id,event_time,user_id,session_id,event,product_category,price,city,acq_channel,platform
18805,2025-07-27 21:15:53,403,403-20250727-1,view_product,A,,Kharkiv,ads,web
43984,2025-07-27 21:16:04,930,930-20250727-0,visit,,,Lviv,referral,ios
43989,2025-07-27 21:18:35,930,930-20250727-0,add_to_cart,A,,Lviv,referral,ios
45934,2025-07-27 21:19:04,963,963-20250727-0,view_product,B,,Kyiv,referral,web
43985,2025-07-27 21:19:15,930,930-20250727-0,view_product,A,,Lviv,referral,ios
43988,2025-07-27 21:21:32,930,930-20250727-0,view_product,B,,Lviv,referral,ios
43986,2025-07-27 21:21:55,930,930-20250727-0,view_product,A,,Lviv,referral,ios
14080,2025-07-27 21:25:14,297,297-20250727-0,visit,,,Kyiv,organic,ios
43987,2025-07-27 21:25:34,930,930-20250727-0,view_product,A,,Lviv,referral,ios
1118,2025-07-27 21:27:36,26,26-20250727-3,visit,,,Lviv,organic,android
14083,2025-07-27 21:29:13,297,297-20250727-0,view_product,B,,Kyiv,organic,ios
1121,2025-07-27 21:30:32,26,26-20250727-3,view_product,C,,Lviv,organic,android
1119,2025-07-27 21:31:08,26,26-20250727-3,view_product,A,,Lviv,organic,android
14081,2025-07-27 21:31:38,297,297-20250727-0,view_product,B,,Kyiv,organic,ios
37589,2025-07-27 21:32:43,798,798-20250727-0,visit,,,Lviv,referral,web
14082,2025-07-27 21:32:48,297,297-20250727-0,view_product,C,,Kyiv,organic,ios
43990,2025-07-27 21:32:59,930,930-20250727-0,purchase,A,25.6,Lviv,referral,ios
37591,2025-07-27 21:33:43,798,798-20250727-0,view_product,A,,Lviv,referral,web
45490,2025-07-27 21:34:37,957,957-20250727-0,visit,,,Lviv,organic,web
37593,2025-07-27 21:35:00,798,798-20250727-0,view_product,B,,Lviv,referral,web
37594,2025-07-27 21:35:09,798,798-20250727-0,view_product,B,,Lviv,referral,web
1120,2025-07-27 21:35:13,26,26-20250727-3,view_product,B,,Lviv,organic,android
13406,2025-07-27 21:35:44,281,281-20250727-0,visit,,,Dnipro,referral,web
37596,2025-07-27 21:36:16,798,798-20250727-0,view_product,D,,Lviv,referral,web
37595,2025-07-27 21:36:26,798,798-20250727-0,view_product,B,,Lviv,referral,web
45492,2025-07-27 21:37:11,957,957-20250727-0,view_product,B,,Lviv,organic,web
39594,2025-07-27 21:37:16,835,835-20250727-0,visit,,,Kharkiv,organic,ios
13409,2025-07-27 21:37:27,281,281-20250727-0,view_product,A,,Dnipro,referral,web
13407,2025-07-27 21:37:31,281,281-20250727-0,view_product,A,,Dnipro,referral,web
15635,2025-07-27 21:37:58,330,330-20250727-1,visit,,,Dnipro,organic,web
15636,2025-07-27 21:38:09,330,330-20250727-1,view_product,C,,Dnipro,organic,web
45493,2025-07-27 21:38:34,957,957-20250727-0,add_to_cart,B,,Lviv,organic,web
45491,2025-07-27 21:39:55,957,957-20250727-0,view_product,B,,Lviv,organic,web
37590,2025-07-27 21:40:07,798,798-20250727-0,view_product,A,,Lviv,referral,web
13410,2025-07-27 21:40:09,281,281-20250727-0,view_product,A,,Dnipro,referral,web
37592,2025-07-27 21:40:12,798,798-20250727-0,view_product,B,,Lviv,referral,web
37598,2025-07-27 21:40:26,798,798-20250727-0,view_product,D,,Lviv,referral,web
37597,2025-07-27 21:40:46,798,798-20250727-0,view_product,B,,Lviv,referral,web
39595,2025-07-27 21:40:53,835,835-20250727-0,view_product,B,,Kharkiv,organic,ios
13408,2025-07-27 21:41:08,281,281-20250727-0,view_product,A,,Dnipro,referral,web
39596,2025-07-27 21:42:39,835,835-20250727-0,view_product,B,,Kharkiv,organic,ios
6701,2025-07-27 21:43:30,151,151-20250727-0,visit,,,Kyiv,ads,web
6704,2025-07-27 21:44:12,151,151-20250727-0,view_product,D,,Kyiv,ads,web
15638,2025-07-27 21:45:14,330,330-20250727-1,view_product,D,,Dnipro,organic,web
15637,2025-07-27 21:45:39,330,330-20250727-1,view_product,B,,Dnipro,organic,web
6703,2025-07-27 21:45:52,151,151-20250727-0,view_product,C,,Kyiv,ads,web
39597,2025-07-27 21:46:31,835,835-20250727-0,view_product,A,,Kharkiv,organic,ios
15639,2025-07-27 21:47:15,330,330-20250727-1,view_product,A,,Dnipro,organic,web
1123,2025-07-27 21:47:28,26,26-20250727-3,purchase,A,27.87,Lviv,organic,android
1122,2025-07-27 21:47:31,26,26-20250727-3,add_to_cart,A,,Lviv,organic,android
45494,2025-07-27 21:48:36,957,957-20250727-0,purchase,B,56.61,Lviv,organic,web
39599,2025-07-27 21:49:17,835,835-20250727-0,purchase,B,44.39,Kharkiv,organic,ios
10954,2025-07-27 21:51:56,233,233-20250727-0,visit,,,Kyiv,ads,android
6702,2025-07-27 21:52:31,151,151-20250727-0,view_product,C,,Kyiv,ads,web
10955,2025-07-27 21:52:33,233,233-20250727-0,view_product,D,,Kyiv,ads,android
10957,2025-07-27 21:53:14,233,233-20250727-0,view_product,D,,Kyiv,ads,android
4441,2025-07-27 21:53:27,98,98-20250727-0,visit,,,Lviv,organic,web
39598,2025-07-27 21:53:44,835,835-20250727-0,add_to_cart,B,,Kharkiv,organic,ios
5095,2025-07-27 22:00:29,112,112-20250727-1,visit,,,Dnipro,ads,android
10956,2025-07-27 22:00:40,233,233-20250727-0,view_product,A,,Kyiv,ads,android
11812,2025-07-27 22:00:50,249,249-20250727-1,visit,,,Kyiv,organic,web
11814,2025-07-27 22:01:26,249,249-20250727-1,view_product,D,,Kyiv,organic,web
4442,2025-07-27 22:02:45,98,98-20250727-0,view_product,C,,Lviv,organic,web
5098,2025-07-27 22:04:03,112,112-20250727-1,view_product,D,,Dnipro,ads,android
17766,2025-07-27 22:04:48,381,381-20250727-1,visit,,,Kyiv,organic,ios
17768,2025-07-27 22:06:06,381,381-20250727-1,view_product,A,,Kyiv,organic,ios
5097,2025-07-27 22:06:33,112,112-20250727-1,view_product,B,,Dnipro,ads,android
11815,2025-07-27 22:07:18,249,249-20250727-1,view_product,B,,Kyiv,organic,web
5099,2025-07-27 22:07:49,112,112-20250727-1,view_product,D,,Dnipro,ads,android
5096,2025-07-27 22:09:21,112,112-20250727-1,view_product,C,,Dnipro,ads,android
5100,2025-07-27 22:09:31,112,112-20250727-1,view_product,A,,Dnipro,ads,android
11813,2025-07-27 22:09:51,249,249-20250727-1,view_product,B,,Kyiv,organic,web
35429,2025-07-27 22:13:19,756,756-20250727-0,visit,,,Kharkiv,referral,web
17767,2025-07-27 22:14:19,381,381-20250727-1,view_product,C,,Kyiv,organic,ios
35430,2025-07-27 22:14:20,756,756-20250727-0,view_product,B,,Kharkiv,referral,web
35431,2025-07-27 22:16:06,756,756-20250727-0,view_product,A,,Kharkiv,referral,web
11807,2025-07-27 22:16:35,249,249-20250727-0,visit,,,Kyiv,organic,web
11810,2025-07-27 22:17:20,249,249-20250727-0,view_product,C,,Kyiv,organic,web
11811,2025-07-27 22:20:27,249,249-20250727-0,add_to_cart,B,,Kyiv,organic,web
11808,2025-07-27 22:23:52,249,249-20250727-0,view_product,B,,Kyiv,organic,web
11809,2025-07-27 22:24:06,249,249-20250727-0,view_product,B,,Kyiv,organic,web
43495,2025-07-27 22:27:04,923,923-20250727-0,visit,,,Kyiv,ads,web
40466,2025-07-27 22:30:05,852,852-20250727-0,visit,,,Lviv,organic,android
18800,2025-07-27 22:30:25,403,403-20250727-0,visit,,,Kharkiv,ads,web
3545,2025-07-27 22:31:58,79,79-20250727-0,visit,,,Dnipro,ads,web
40468,2025-07-27 22:32:23,852,852-20250727-0,view_product,B,,Lviv,organic,android
3547,2025-07-27 22:32:31,79,79-20250727-0,view_product,B,,Dnipro,ads,web
40467,2025-07-27 22:32:32,852,852-20250727-0,view_product,C,,Lviv,organic,android
43497,2025-07-27 22:32:38,923,923-20250727-0,view_product,D,,Kyiv,ads,web
3546,2025-07-27 22:33:08,79,79-20250727-0,view_product,B,,Dnipro,ads,web
43496,2025-07-27 22:33:30,923,923-20250727-0,view_product,D,,Kyiv,ads,web
40469,2025-07-27 22:35:26,852,852-20250727-0,view_product,C,,Lviv,organic,android
18802,2025-07-27 22:36:48,403,403-20250727-0,view_product,A,,Kharkiv,ads,web
3548,2025-07-27 22:38:03,79,79-20250727-0,view_product,A,,Dnipro,ads,web
18801,2025-07-27 22:38:33,403,403-20250727-0,view_product,C,,Kharkiv,ads,web
17692,2025-07-27 22:44:54,380,380-20250727-0,visit,,,Kyiv,organic,web
17693,2025-07-27 22:47:26,380,380-20250727-0,view_product,B,,Kyiv,organic,web
3122,2025-07-27 22:48:09,69,69-20250727-0,visit,,,Kharkiv,referral,android
17696,2025-07-27 22:48:28,380,380-20250727-0,view_product,A,,Kyiv,organic,web
3123,2025-07-27 22:48:50,69,69-20250727-0,view_product,B,,Kharkiv,referral,android
3124,2025-07-27 22:49:23,69,69-20250727-0,view_product,B,,Kharkiv,referral,android
3126,2025-07-27 22:49:24,69,69-20250727-0,view_product,B,,Kharkiv,referral,android
17695,2025-07-27 22:50:06,380,380-20250727-0,view_product,A,,Kyiv,organic,web
19326,2025-07-27 22:51:06,416,416-20250727-0,visit,,,Kharkiv,organic,ios
17694,2025-07-27 22:51:15,380,380-20250727-0,view_product,D,,Kyiv,organic,web
17697,2025-07-27 22:54:37,380,380-20250727-0,view_product,B,,Kyiv,organic,web
19328,2025-07-27 22:55:19,416,416-20250727-0,view_product,A,,Kharkiv,organic,ios
3125,2025-07-27 22:56:17,69,69-20250727-0,view_product,B,,Kharkiv,referral,android
17698,2025-07-27 22:57:10,380,380-20250727-0,add_to_cart,A,,Kyiv,organic,web
45730,2025-07-27 22:58:11,960,960-20250727-0,visit,,,Lviv,ads,ios
45733,2025-07-27 22:58:22,960,960-20250727-0,view_product,B,,Lviv,ads,ios
19329,2025-07-27 22:58:35,416,416-20250727-0,view_product,B,,Kharkiv,organic,ios
45731,2025-07-27 22:58:37,960,960-20250727-0,view_product,B,,Lviv,ads,ios
45732,2025-07-27 22:59:01,960,960-20250727-0,view_product,D,,Lviv,ads,ios
19327,2025-07-27 22:59:20,416,416-20250727-0,view_product,A,,Kharkiv,organic,ios
39928,2025-07-27 23:00:09,841,841-20250727-1,visit,,,Kharkiv,organic,android
39929,2025-07-27 23:01:13,841,841-20250727-1,view_product,B,,Kharkiv,organic,android
29129,2025-07-27 23:01:25,628,628-20250727-0,visit,,,Lviv,organic,ios
29131,2025-07-27 23:03:33,628,628-20250727-0,view_product,C,,Lviv,organic,ios
17405,2025-07-27 23:06:38,376,376-20250727-0,visit,,,Kharkiv,referral,web
39931,2025-07-27 23:06:48,841,841-20250727-1,view_product,C,,Kharkiv,organic,android
39930,2025-07-27 23:07:37,841,841-20250727-1,view_product,A,,Kharkiv,organic,android
29132,2025-07-27 23:08:05,628,628-20250727-0,view_product,C,,Lviv,organic,ios
17409,2025-07-27 23:08:53,376,376-20250727-0,view_product,A,,Kharkiv,referral,web
29130,2025-07-27 23:11:04,628,628-20250727-0,view_product,C,,Lviv,organic,ios
17408,2025-07-27 23:11:12,376,376-20250727-0,view_product,A,,Kharkiv,referral,web
29133,2025-07-27 23:12:06,628,628-20250727-0,purchase,C,98.17,Lviv,organic,ios
17407,2025-07-27 23:13:52,376,376-20250727-0,view_product,A,,Kharkiv,referral,web
17406,2025-07-27 23:16:21,376,376-20250727-0,view_product,B,,Kharkiv,referral,web
17699,2025-07-27 23:16:52,380,380-20250727-0,purchase,A,32.94,Kyiv,organic,web
40528,2025-07-27 23:19:42,854,854-20250727-0,visit,,,Kyiv,ads,web
14937,2025-07-27 23:21:27,316,316-20250727-0,visit,,,Kyiv,ads,web
9664,2025-07-27 23:23:11,214,214-20250727-0,visit,,,Kyiv,organic,web
14939,2025-07-27 23:23:23,316,316-20250727-0,view_product,A,,Kyiv,ads,web
45734,2025-07-27 23:25:22,960,960-20250727-0,purchase,D,272.02,Lviv,ads,ios
14938,2025-07-27 23:26:09,316,316-20250727-0,view_product,B,,Kyiv,ads,web
9665,2025-07-27 23:26:20,214,214-20250727-0,view_product,C,,Kyiv,organic,web
8435,2025-07-27 23:27:04,190,190-20250727-0,visit,,,Lviv,organic,ios
9667,2025-07-27 23:27:25,214,214-20250727-0,view_product,B,,Kyiv,organic,web
40529,2025-07-27 23:27:44,854,854-20250727-0,view_product,B,,Kyiv,ads,web
8436,2025-07-27 23:27:49,190,190-20250727-0,view_product,B,,Lviv,organic,ios
9666,2025-07-27 23:30:46,214,214-20250727-0,view_product,A,,Kyiv,organic,web
9668,2025-07-27 23:30:51,214,214-20250727-0,view_product,A,,Kyiv,organic,web
10080,2025-07-27 23:45:29,221,221-20250727-0,visit,,,Kyiv,ads,ios
10084,2025-07-27 23:45:44,221,221-20250727-0,view_product,A,,Kyiv,ads,ios
10081,2025-07-27 23:46:35,221,221-20250727-0,view_product,A,,Kyiv,ads,ios
1356,2025-07-27 23:47:17,33,33-20250727-0,visit,,,Kyiv,organic,web
23473,2025-07-27 23:48:58,499,499-20250727-0,visit,,,Odesa,ads,ios
10082,2025-07-27 23:50:28,221,221-20250727-0,view_product,C,,Kyiv,ads,ios
10083,2025-07-27 23:50:48,221,221-20250727-0,view_product,B,,Kyiv,ads,ios
1357,2025-07-27 23:54:04,33,33-20250727-0,view_product,B,,Kyiv,organic,web
23475,2025-07-27 23:57:46,499,499-20250727-0,view_product,A,,Odesa,ads,ios
29604,2025-07-27 23:58:47,641,641-20250727-0,visit,,,Odesa,ads,web
23474,2025-07-27 23:58:57,499,499-20250727-0,view_product,C,,Odesa,ads,ios
10085,2025-07-28 00:00:13,221,221-20250727-0,add_to_cart,B,,Kyiv,ads,ios
29606,2025-07-28 00:01:08,641,641-20250727-0,view_product,B,,Odesa,ads,web
13513,2025-07-28 00:03:20,283,283-20250728-0,visit,,,Kharkiv,organic,ios
13514,2025-07-28 00:03:43,283,283-20250728-0,view_product,D,,Kharkiv,organic,ios
14158,2025-07-28 00:04:08,298,298-20250728-1,visit,,,Odesa,ads,ios
13515,2025-07-28 00:04:14,283,283-20250728-0,view_product,B,,Kharkiv,organic,ios
13516,2025-07-28 00:04:40,283,283-20250728-0,view_product,D,,Kharkiv,organic,ios
14159,2025-07-28 00:05:11,298,298-20250728-1,view_product,B,,Odesa,ads,ios
29605,2025-07-28 00:07:33,641,641-20250727-0,view_product,B,,Odesa,ads,web
14161,2025-07-28 00:09:06,298,298-20250728-1,view_product,B,,Odesa,ads,ios
14162,2025-07-28 00:11:55,298,298-20250728-1,view_product,C,,Odesa,ads,ios
14160,2025-07-28 00:12:19,298,298-20250728-1,view_product,A,,Odesa,ads,ios
38941,2025-07-28 00:22:09,819,819-20250728-1,visit,,,Dnipro,organic,android
38946,2025-07-28 00:23:23,819,819-20250728-1,view_product,B,,Dnipro,organic,android
38943,2025-07-28 00:23:28,819,819-20250728-1,view_product,C,,Dnipro,organic,android
38944,2025-07-28 00:23:52,819,819-20250728-1,view_product,A,,Dnipro,organic,android
13517,2025-07-28 00:24:52,283,283-20250728-0,purchase,D,256.42,Kharkiv,organic,ios
38942,2025-07-28 00:26:27,819,819-20250728-1,view_product,B,,Dnipro,organic,android
36121,2025-07-28 00:26:36,772,772-20250728-0,visit,,,Kyiv,referral,web
36123,2025-07-28 00:26:57,772,772-20250728-0,view_product,D,,Kyiv,referral,web
36124,2025-07-28 00:28:24,772,772-20250728-0,view_product,A,,Kyiv,referral,web
38947,2025-07-28 00:29:09,819,819-20250728-1,view_product,B,,Dnipro,organic,android
36125,2025-07-28 00:29:53,772,772-20250728-0,view_product,A,,Kyiv,referral,web
38945,2025-07-28 00:31:00,819,819-20250728-1,view_product,B,,Dnipro,organic,android
12915,2025-07-28 00:31:46,270,270-20250728-0,visit,,,Lviv,organic,android
36126,2025-07-28 00:34:33,772,772-20250728-1,visit,,,Kyiv,referral,web
36128,2025-07-28 00:34:51,772,772-20250728-1,view_product,B,,Kyiv,referral,web
36131,2025-07-28 00:34:55,772,772-20250728-1,view_product,B,,Kyiv,referral,web
36122,2025-07-28 00:35:11,772,772-20250728-0,view_product,B,,Kyiv,referral,web
43498,2025-07-28 00:37:45,923,923-20250728-0,visit,,,Kyiv,ads,web
36134,2025-07-28 00:37:51,772,772-20250728-1,view_product,B,,Kyiv,referral,web
36132,2025-07-28 00:38:05,772,772-20250728-1,view_product,A,,Kyiv,referral,web
36129,2025-07-28 00:38:23,772,772-20250728-1,view_product,A,,Kyiv,referral,web
36133,2025-07-28 00:39:02,772,772-20250728-1,view_product,B,,Kyiv,referral,web
36136,2025-07-28 00:39:19,772,772-20250728-1,purchase,B,52.68,Kyiv,referral,web
36130,2025-07-28 00:39:57,772,772-20250728-1,view_product,A,,Kyiv,referral,web
43500,2025-07-28 00:40:37,923,923-20250728-0,view_product,B,,Kyiv,ads,web
36135,2025-07-28 00:41:13,772,772-20250728-1,add_to_cart,B,,Kyiv,referral,web
12916,2025-07-28 00:41:23,270,270-20250728-0,view_product,B,,Lviv,organic,android
36127,2025-07-28 00:43:19,772,772-20250728-1,view_product,B,,Kyiv,referral,web
43499,2025-07-28 00:44:27,923,923-20250728-0,view_product,B,,Kyiv,ads,web
14357,2025-07-28 00:44:58,301,301-20250728-0,visit,,,Kyiv,organic,android
14358,2025-07-28 00:45:08,301,301-20250728-0,view_product,A,,Kyiv,organic,android
14360,2025-07-28 00:46:42,301,301-20250728-0,view_product,A,,Kyiv,organic,android
14362,2025-07-28 00:47:04,301,301-20250728-0,view_product,D,,Kyiv,organic,android
44612,2025-07-28 00:51:47,942,942-20250728-1,visit,,,Odesa,organic,web
44614,2025-07-28 00:52:03,942,942-20250728-1,view_product,B,,Odesa,organic,web
14359,2025-07-28 00:53:36,301,301-20250728-0,view_product,B,,Kyiv,organic,android
17186,2025-07-28 00:53:38,371,371-20250728-0,visit,,,Odesa,organic,android
14361,2025-07-28 00:54:02,301,301-20250728-0,view_product,B,,Kyiv,organic,android
17188,2025-07-28 00:58:28,371,371-20250728-0,view_product,C,,Odesa,organic,android
17187,2025-07-28 00:59:23,371,371-20250728-0,view_product,B,,Odesa,organic,android
44613,2025-07-28 00:59:50,942,942-20250728-1,view_product,C,,Odesa,organic,web
17189,2025-07-28 01:00:12,371,371-20250728-0,view_product,A,,Odesa,organic,android
17190,2025-07-28 01:03:30,371,371-20250728-0,add_to_cart,A,,Odesa,organic,android
30967,2025-07-28 01:12:51,665,665-20250728-0,visit,,,Lviv,organic,android
43312,2025-07-28 01:15:25,920,920-20250728-0,visit,,,Kyiv,organic,web
30969,2025-07-28 01:19:55,665,665-20250728-0,view_product,B,,Lviv,organic,android
43313,2025-07-28 01:20:10,920,920-20250728-0,view_product,A,,Kyiv,organic,web
37599,2025-07-28 01:20:28,798,798-20250728-0,visit,,,Lviv,referral,web
37601,2025-07-28 01:20:47,798,798-20250728-0,view_product,C,,Lviv,referral,web
30970,2025-07-28 01:21:23,665,665-20250728-0,view_product,A,,Lviv,organic,android
30968,2025-07-28 01:21:26,665,665-20250728-0,view_product,D,,Lviv,organic,android
30971,2025-07-28 01:22:27,665,665-20250728-0,view_product,D,,Lviv,organic,android
37603,2025-07-28 01:23:22,798,798-20250728-0,view_product,B,,Lviv,referral,web
37602,2025-07-28 01:24:17,798,798-20250728-0,view_product,A,,Lviv,referral,web
29651,2025-07-28 01:26:36,642,642-20250728-0,visit,,,Lviv,organic,ios
40530,2025-07-28 01:27:36,854,854-20250728-0,visit,,,Kyiv,ads,web
17191,2025-07-28 01:28:37,371,371-20250728-0,purchase,A,38.59,Odesa,organic,android
40532,2025-07-28 01:29:09,854,854-20250728-0,view_product,B,,Kyiv,ads,web
37600,2025-07-28 01:29:41,798,798-20250728-0,view_product,B,,Lviv,referral,web
29654,2025-07-28 01:30:15,642,642-20250728-0,view_product,B,,Lviv,organic,ios
29656,2025-07-28 01:30:23,642,642-20250728-0,view_product,A,,Lviv,organic,ios
29655,2025-07-28 01:30:26,642,642-20250728-0,view_product,B,,Lviv,organic,ios
40531,2025-07-28 01:31:03,854,854-20250728-0,view_product,A,,Kyiv,ads,web
29653,2025-07-28 01:31:12,642,642-20250728-0,view_product,A,,Lviv,organic,ios
29657,2025-07-28 01:32:08,642,642-20250728-0,add_to_cart,A,,Lviv,organic,ios
40533,2025-07-28 01:32:10,854,854-20250728-0,view_product,C,,Kyiv,ads,web
29652,2025-07-28 01:32:19,642,642-20250728-0,view_product,B,,Lviv,organic,ios
8549,2025-07-28 01:33:14,193,193-20250728-0,visit,,,Lviv,ads,web
36496,2025-07-28 01:33:14,779,779-20250728-0,visit,,,Odesa,organic,web
36497,2025-07-28 01:33:29,779,779-20250728-0,view_product,D,,Odesa,organic,web
36500,2025-07-28 01:35:28,779,779-20250728-0,view_product,D,,Odesa,organic,web
8551,2025-07-28 01:36:33,193,193-20250728-0,view_product,B,,Lviv,ads,web
36499,2025-07-28 01:37:50,779,779-20250728-0,view_product,A,,Odesa,organic,web
36498,2025-07-28 01:38:25,779,779-20250728-0,view_product,B,,Odesa,organic,web
8550,2025-07-28 01:39:58,193,193-20250728-0,view_product,B,,Lviv,ads,web
42112,2025-07-28 01:40:19,896,896-20250728-0,visit,,,Lviv,ads,android
16975,2025-07-28 01:41:59,362,362-20250728-0,visit,,,Lviv,organic,android
42113,2025-07-28 01:42:19,896,896-20250728-0,view_product,B,,Lviv,ads,android
36501,2025-07-28 01:43:00,779,779-20250728-0,view_product,C,,Odesa,organic,web
42114,2025-07-28 01:43:04,896,896-20250728-0,view_product,B,,Lviv,ads,android
42115,2025-07-28 01:44:30,896,896-20250728-0,view_product,B,,Lviv,ads,android
16976,2025-07-28 01:46:29,362,362-20250728-0,view_product,A,,Lviv,organic,android
16977,2025-07-28 01:46:40,362,362-20250728-0,view_product,A,,Lviv,organic,android
34062,2025-07-28 01:47:55,729,729-20250728-0,visit,,,Kyiv,referral,web
8552,2025-07-28 01:48:27,193,193-20250728-0,add_to_cart,B,,Lviv,ads,web
34066,2025-07-28 01:51:44,729,729-20250728-0,add_to_cart,C,,Kyiv,referral,web
34064,2025-07-28 01:51:49,729,729-20250728-0,view_product,C,,Kyiv,referral,web
34065,2025-07-28 01:53:03,729,729-20250728-0,view_product,B,,Kyiv,referral,web
34063,2025-07-28 01:54:20,729,729-20250728-0,view_product,A,,Kyiv,referral,web
41970,2025-07-28 02:03:10,892,892-20250728-0,visit,,,Dnipro,referral,android
41974,2025-07-28 02:05:31,892,892-20250728-0,view_product,A,,Dnipro,referral,android
41973,2025-07-28 02:06:57,892,892-20250728-0,view_product,B,,Dnipro,referral,android
41972,2025-07-28 02:08:12,892,892-20250728-0,view_product,B,,Dnipro,referral,android
41971,2025-07-28 02:09:29,892,892-20250728-0,view_product,A,,Dnipro,referral,android
44519,2025-07-28 02:11:48,941,941-20250728-0,visit,,,Odesa,ads,ios
44520,2025-07-28 02:12:23,941,941-20250728-0,view_product,B,,Odesa,ads,ios
41039,2025-07-28 02:14:18,871,871-20250728-0,visit,,,Kyiv,ads,web
44521,2025-07-28 02:17:21,941,941-20250728-0,view_product,A,,Odesa,ads,ios
44522,2025-07-28 02:18:41,941,941-20250728-0,view_product,B,,Odesa,ads,ios
41040,2025-07-28 02:19:27,871,871-20250728-0,view_product,A,,Kyiv,ads,web
41041,2025-07-28 02:19:49,871,871-20250728-0,view_product,A,,Kyiv,ads,web
41043,2025-07-28 02:20:01,871,871-20250728-0,add_to_cart,A,,Kyiv,ads,web
6125,2025-07-28 02:21:38,136,136-20250728-0,visit,,,Kyiv,organic,android
41042,2025-07-28 02:22:34,871,871-20250728-0,view_product,A,,Kyiv,ads,web
6127,2025-07-28 02:23:45,136,136-20250728-0,view_product,A,,Kyiv,organic,android
6128,2025-07-28 02:26:35,136,136-20250728-0,view_product,A,,Kyiv,organic,android
6129,2025-07-28 02:26:44,136,136-20250728-0,view_product,D,,Kyiv,organic,android
6131,2025-07-28 02:26:48,136,136-20250728-0,view_product,B,,Kyiv,organic,android
6126,2025-07-28 02:27:54,136,136-20250728-0,view_product,B,,Kyiv,organic,android
6130,2025-07-28 02:28:19,136,136-20250728-0,view_product,A,,Kyiv,organic,android
28618,2025-07-28 02:29:05,618,618-20250728-0,visit,,,Kyiv,organic,web
46670,2025-07-28 02:29:49,977,977-20250728-0,visit,,,Lviv,organic,web
46298,2025-07-28 02:30:51,970,970-20250728-0,visit,,,Lviv,referral,ios
46300,2025-07-28 02:31:06,970,970-20250728-0,view_product,A,,Lviv,referral,ios
28619,2025-07-28 02:31:59,618,618-20250728-0,view_product,C,,Kyiv,organic,web
46299,2025-07-28 02:32:24,970,970-20250728-0,view_product,A,,Lviv,referral,ios
46671,2025-07-28 02:33:36,977,977-20250728-0,view_product,A,,Lviv,organic,web
46672,2025-07-28 02:36:29,977,977-20250728-0,view_product,A,,Lviv,organic,web
46302,2025-07-28 02:36:54,970,970-20250728-0,view_product,A,,Lviv,referral,ios
46301,2025-07-28 02:38:25,970,970-20250728-0,view_product,C,,Lviv,referral,ios
12917,2025-07-28 02:44:06,270,270-20250728-1,visit,,,Lviv,organic,android
28620,2025-07-28 02:44:20,618,618-20250728-0,add_to_cart,C,,Kyiv,organic,web
38819,2025-07-28 02:44:47,818,818-20250728-0,visit,,,Kharkiv,organic,ios
38822,2025-07-28 02:45:45,818,818-20250728-0,view_product,C,,Kharkiv,organic,ios
8151,2025-07-28 02:46:22,183,183-20250728-1,visit,,,Lviv,organic,web
12920,2025-07-28 02:47:54,270,270-20250728-1,view_product,B,,Lviv,organic,android
26863,2025-07-28 02:48:22,581,581-20250728-0,visit,,,Lviv,organic,ios
8154,2025-07-28 02:48:40,183,183-20250728-1,view_product,A,,Lviv,organic,web
26864,2025-07-28 02:48:47,581,581-20250728-0,view_product,B,,Lviv,organic,ios
8152,2025-07-28 02:49:58,183,183-20250728-1,view_product,C,,Lviv,organic,web
38821,2025-07-28 02:50:38,818,818-20250728-0,view_product,A,,Kharkiv,organic,ios
12919,2025-07-28 02:50:42,270,270-20250728-1,view_product,D,,Lviv,organic,android
8153,2025-07-28 02:50:49,183,183-20250728-1,view_product,A,,Lviv,organic,web
8155,2025-07-28 02:51:50,183,183-20250728-1,view_product,B,,Lviv,organic,web
12918,2025-07-28 02:53:04,270,270-20250728-1,view_product,B,,Lviv,organic,android
28932,2025-07-28 02:53:15,624,624-20250728-0,visit,,,Odesa,organic,web
38820,2025-07-28 02:53:44,818,818-20250728-0,view_product,B,,Kharkiv,organic,ios
28621,2025-07-28 02:55:59,618,618-20250728-0,purchase,C,131.7,Kyiv,organic,web
28934,2025-07-28 02:58:37,624,624-20250728-0,view_product,B,,Odesa,organic,web
28933,2025-07-28 03:02:11,624,624-20250728-0,view_product,A,,Odesa,organic,web
46085,2025-07-28 03:15:25,965,965-20250728-0,visit,,,Kyiv,ads,android
28170,2025-07-28 03:16:04,608,608-20250728-0,visit,,,Kyiv,organic,ios
46087,2025-07-28 03:16:51,965,965-20250728-0,view_product,C,,Kyiv,ads,android
46088,2025-07-28 03:17:07,965,965-20250728-0,view_product,C,,Kyiv,ads,android
14084,2025-07-28 03:17:16,297,297-20250728-0,visit,,,Kyiv,organic,ios
14085,2025-07-28 03:17:53,297,297-20250728-0,view_product,B,,Kyiv,organic,ios
28172,2025-07-28 03:18:05,608,608-20250728-0,view_product,C,,Kyiv,organic,ios
46089,2025-07-28 03:19:45,965,965-20250728-0,add_to_cart,C,,Kyiv,ads,android
46086,2025-07-28 03:20:34,965,965-20250728-0,view_product,A,,Kyiv,ads,android
14088,2025-07-28 03:21:29,297,297-20250728-0,view_product,A,,Kyiv,organic,ios
14087,2025-07-28 03:21:34,297,297-20250728-0,view_product,A,,Kyiv,organic,ios
28171,2025-07-28 03:22:58,608,608-20250728-0,view_product,A,,Kyiv,organic,ios
